ID,S1_Progress,S2_Progress,S1_Attention1,S1_Attention2,S1_Attention3,S1_AttentionFailed,S2_Attention1,S2_Attention_2,S2_Attention_3,S2_AttentionFailed,Gender,Gender_TEXT,Ethnicity,Ethnicity_TEXT,Education,Religion,Religion_9_TEXT,Hel_Pr1,Hel_Pr2,Hel_Pr3,Hel_Pr4,Hel_Pr5,Hel_Pr6,Hel_Pr7,Age,Rrel_exp4,ICQ1,ICQ2,ICQ3,ICQ4,ICQ5,ICQ6,ICQ7,ICQ8,ICQ9,ICQ10,ICQ11,ICQ12,ICQ13,ICQ14,ICQ15,RecFP_1,RecFP_2,RecFP_3,RecFP_4,RecFP_5,RecFP_6,RecFP_7,RecFP_8,AuthFP_1,AuthFP_2,AuthFP_3,AuthFP_4,AuthFP_5,AuthFP_6,AuthFP_7,AuthFP_8
222,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,Bachelor’s degree,Islam,,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,32,more than 1 year but less than 3 years,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,Extremely important,Quite unimportant,Quite important,Slightly important,Slightly important,Extremely important,Extremely important,Slightly important,Slightly unimportant,Extremely unimportant,Slightly important,Slightly important,Slightly unimportant,Quite unimportant,Quite unimportant,Quite unimportant
225,100,100,Disagree,Agree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Undecided,Strongly disagree,Strongly agree,Undecided,Strongly disagree,Strongly disagree,Strongly disagree,29,more than 3 years but less than 5 years,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always poor at this,I'm always poor at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely unimportant,Slightly important,Slightly unimportant,Extremely important,Extremely important,Extremely important,Extremely unimportant
227,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Indian,,Bachelor’s degree,Agnosticism,,Agree,Agree,Undecided,Agree,Disagree,Undecided,Undecided,26,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,Slightly important,Slightly important,Slightly important,Slightly unimportant,Quite unimportant,Quite unimportant,Quite important,Slightly unimportant,Slightly unimportant,Slightly unimportant,Quite unimportant,Slightly important,Slightly important,Slightly important,Extremely unimportant,Extremely unimportant
230,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Taoism,,Agree,Disagree,Agree,Undecided,Disagree,Disagree,Disagree,29,NA,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Quite important,Quite important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Extremely unimportant
231,100,100,Disagree,Agree,Agree,No,Slightly important,Often,Moderately so,No,Female,,"Other, please specify:",Sabah bumiputra,High school graduate,Christianity,,Undecided,Agree,Undecided,Undecided,Disagree,Undecided,Undecided,34,1 - 6 months,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,Slightly important,Slightly important,Slightly important,Slightly important,Quite important,Quite important,Quite important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly unimportant,Slightly important,Slightly important,Extremely important,Slightly unimportant
237,100,100,Disagree,Agree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Indian,,Bachelor’s degree,Hinduism,,Undecided,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,26,NA,I'm OK at this,I'm always poor at this,I'm always good at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,Extremely important,Slightly important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely important,Quite important,Slightly important,Extremely important,Quite important,Slightly unimportant,Slightly unimportant,Quite important,Slightly important,Quite unimportant
257,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Agree,Agree,Undecided,Disagree,Disagree,Agree,Disagree,25,1 - 6 months,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,Extremely important,Extremely important,Quite important,Quite important,Quite important,Quite important,Extremely important,Quite important,Slightly unimportant,Quite important,Quite unimportant,Slightly important,Slightly unimportant,Quite important,Slightly unimportant,Slightly unimportant
266,100,100,Disagree,Neither agree nor disagree,Agree,No,Slightly important,Often,Moderately so,No,Male,,Malay,,College/Pre-university graduate,Islam,,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,38,NA,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,Quite important,Quite unimportant,Slightly important,Slightly important,Slightly important,Quite important,Quite important,Slightly unimportant,Slightly unimportant,Quite unimportant,Slightly important,Quite unimportant,Slightly unimportant,Slightly unimportant,Quite unimportant,Extremely unimportant
278,100,100,Disagree,Strongly agree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Indian,,College/Pre-university graduate,"Other, please specify:",Pantheist,Disagree,Agree,Agree,Undecided,Agree,Strongly disagree,Strongly disagree,25,NA,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,Quite important,Slightly important,Quite important,Quite important,Extremely important,Quite important,Extremely important,Slightly important,Quite unimportant,Slightly unimportant,Extremely unimportant,Extremely unimportant,Slightly unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant
279,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Master’s degree,Atheism,,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Undecided,Strongly disagree,26,more than 3 years but less than 5 years,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm only fair at this,Slightly important,Quite important,Quite important,Quite important,Quite important,Quite important,Slightly important,Slightly important,Slightly important,Extremely unimportant,Slightly unimportant,Extremely unimportant,Slightly important,Slightly important,Extremely unimportant,Extremely unimportant
284,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,27,7 - 12 months,I'm OK at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm always good at this,Extremely important,Slightly important,Extremely important,Quite important,Slightly important,Quite important,Extremely important,Slightly important,Slightly unimportant,Extremely unimportant,Slightly unimportant,Quite unimportant,Slightly unimportant,Slightly important,Slightly important,Extremely unimportant
287,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Indian,,Bachelor’s degree,Christianity,,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,31,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite important,Quite unimportant,Quite unimportant,Quite unimportant,Quite unimportant,Slightly unimportant,Quite unimportant,Quite unimportant,Quite unimportant
289,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite important,Often,Moderately so,No,Male,,Chinese,,Professional degree,Atheism,,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,30,more than 3 years but less than 5 years,I'm OK at this,I'm OK at this,I'm always good at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm always good at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Slightly important,Slightly important,Quite unimportant,Quite unimportant,Slightly important,Quite important,Slightly important,Extremely unimportant
293,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Master’s degree,Christianity,,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,27,more than 1 year but less than 3 years,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm OK at this,Extremely important,Slightly important,Quite important,Quite important,Slightly important,Extremely important,Extremely important,Quite important,Quite unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Quite unimportant,Slightly unimportant,Extremely unimportant,Extremely unimportant
294,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Christianity,,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,28,7 - 12 months,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,Extremely important,Quite important,Slightly important,Quite important,Quite important,Extremely important,Extremely important,Quite important,Quite unimportant,Slightly unimportant,Slightly important,Slightly unimportant,Slightly important,Slightly important,Slightly important,Extremely unimportant
296,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Agnosticism,,Disagree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,29,1 - 6 months,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm always good at this,Slightly important,Slightly important,Quite important,Slightly important,Slightly unimportant,Slightly important,Extremely important,Slightly important,Slightly important,Extremely unimportant,Quite unimportant,Extremely unimportant,Quite unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant
304,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite important,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Buddhism,,Undecided,Agree,Disagree,Agree,Disagree,Agree,Undecided,25,NA,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,Quite important,Quite important,Quite important,Slightly important,Slightly important,Quite important,Extremely important,Quite important,Slightly important,Quite unimportant,Slightly unimportant,Slightly important,Slightly important,Slightly unimportant,Extremely unimportant,Extremely unimportant
